Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                  98",-1.736603941150e-01,1.448680650503e-01,-6.178790811044e-07,-1.707491581961e-01,1.491669088855e-01,-2.221927572817e-06,2.911235918887e-03,4.298843835158e-03,-1.604048491712e-06
"                  99",-1.717688375628e-01,1.432595464747e-01,-6.223262969518e-07,-1.688559017970e-01,1.475612994868e-01,-2.025821382746e-06,2.912935765839e-03,4.301753012157e-03,-1.403495085794e-06
"                 100",-1.702442927695e-01,1.419774174979e-01,-6.280150095136e-07,-1.673285673042e-01,1.462831635280e-01,-1.823306556835e-06,2.915725465271e-03,4.305746030157e-03,-1.195291547321e-06
"                 101",-1.690740370807e-01,1.409915313354e-01,-6.335935712375e-07,-1.661542250672e-01,1.453025188011e-01,-1.549549673543e-06,2.919812013488e-03,4.310987465706e-03,-9.159561023056e-07
"                 102",-1.682420581265e-01,1.402872786761e-01,-6.386532543071e-07,-1.653175303042e-01,1.446037247109e-01,-1.084339396936e-06,2.924527822315e-03,4.316446034808e-03,-4.456861426293e-07
"                 103",-1.677181139298e-01,1.398466008802e-01,-6.433246552729e-07,-1.647876895426e-01,1.441684214839e-01,-6.286514077913e-07,2.930424387205e-03,4.321820603629e-03,1.467324748157e-08
"                 104",-1.674205194923e-01,1.396072708282e-01,-6.479227213426e-07,-1.644826851687e-01,1.439352245101e-01,-4.316701510022e-07,2.937834323602e-03,4.327953681953e-03,2.162525703404e-07
"                 105",-1.672501655541e-01,1.394875896172e-01,-6.520368215097e-07,-1.643035262176e-01,1.438243069550e-01,-2.573341764707e-07,2.946639336426e-03,4.336717337876e-03,3.947026450390e-07
"                 106",-1.671707602925e-01,1.394425435244e-01,-6.550287959816e-07,-1.642155153981e-01,1.437913931845e-01,-1.178272089195e-07,2.955244894420e-03,4.348849660037e-03,5.372015870621e-07
"                 107",-1.671787348398e-01,1.394537969705e-01,-6.565741958381e-07,-1.642151631467e-01,1.438153429734e-01,-1.938619819094e-07,2.963571693142e-03,4.361546002851e-03,4.627122139287e-07
"                 108",-1.672389042737e-01,1.394856209096e-01,-6.568149013044e-07,-1.642674283500e-01,1.438587909486e-01,-2.821600281046e-07,2.971475923726e-03,4.373170039057e-03,3.746548731998e-07
"                 109",-1.673194587620e-01,1.395166467041e-01,-6.558818032347e-07,-1.643401958650e-01,1.439010618101e-01,-2.789009778455e-07,2.979262897094e-03,4.384415106039e-03,3.769808253892e-07
"                 110",-1.673752486204e-01,1.395235561668e-01,-6.538518537312e-07,-1.643881360656e-01,1.439186137070e-01,-1.265235054632e-07,2.987112554787e-03,4.395057540216e-03,5.273283482680e-07
"                 111",-1.674230935441e-01,1.395291710992e-01,-6.503400007070e-07,-1.644283101715e-01,1.439353109761e-01,2.782244612376e-07,2.994783372568e-03,4.406139876818e-03,9.285644619446e-07
"                 112",-1.675271204491e-01,1.395830044454e-01,-6.450654698840e-07,-1.645247030628e-01,1.439992364338e-01,6.379427227483e-07,3.002417386355e-03,4.416231988421e-03,1.283008192632e-06
"                 113",-1.677157552244e-01,1.396978308089e-01,-6.388916975603e-07,-1.647053449936e-01,1.441239081267e-01,1.099374270004e-06,3.010410230754e-03,4.426077317836e-03,1.738265967565e-06
"                 114",-1.679514092192e-01,1.398357742256e-01,-6.338296428714e-07,-1.649334707242e-01,1.442704547371e-01,1.314659618096e-06,3.017938494984e-03,4.434680511511e-03,1.948489260967e-06
"                 115",-1.681349691414e-01,1.399224304794e-01,-6.309506437674e-07,-1.651097083233e-01,1.443659623008e-01,1.362757269913e-06,3.025260818140e-03,4.443531821332e-03,1.993707913680e-06
"                 116",-1.682116767784e-01,1.399238485346e-01,-6.309675337344e-07,-1.651784345565e-01,1.443768656329e-01,1.234306493869e-06,3.033242221970e-03,4.453017098300e-03,1.865274027603e-06
"                 117",-1.682280568968e-01,1.398792116860e-01,-6.335858516676e-07,-1.651864453274e-01,1.443435311857e-01,1.077278664526e-06,3.041611569414e-03,4.464319499685e-03,1.710864516194e-06
"                 118",-1.682382221005e-01,1.398294383318e-01,-6.365639240249e-07,-1.651878391646e-01,1.443055464383e-01,9.943400774144e-07,3.050382935871e-03,4.476108106592e-03,1.630904001439e-06
"                 119",-1.682914070745e-01,1.398135212206e-01,-6.381060052423e-07,-1.652323884023e-01,1.443021995086e-01,1.066068976257e-06,3.059018672175e-03,4.488678287998e-03,1.704174981499e-06
"                 120",-1.684093199903e-01,1.398512512740e-01,-6.388201455538e-07,-1.653421657114e-01,1.443529739887e-01,1.240600600831e-06,3.067154278880e-03,4.501722714760e-03,1.879420746385e-06
"                 121",-1.685988045132e-01,1.399507971797e-01,-6.398787261926e-07,-1.655241762542e-01,1.444651639542e-01,1.430536284626e-06,3.074628259045e-03,4.514366774438e-03,2.070415010819e-06
"                 122",-1.688733444991e-01,1.401247688789e-01,-6.405698985273e-07,-1.657923608919e-01,1.446512687316e-01,1.488901145906e-06,3.080983607240e-03,4.526499852692e-03,2.129471044433e-06
"                 123",-1.692156842041e-01,1.403602007441e-01,-6.405049194966e-07,-1.661289869741e-01,1.448980356014e-01,1.386020749682e-06,3.086697229983e-03,4.537834857297e-03,2.026525669179e-06
"                 124",-1.696193430261e-01,1.406521653689e-01,-6.398586226208e-07,-1.665276189506e-01,1.452006503795e-01,1.235971884621e-06,3.091724075461e-03,4.548485010597e-03,1.875830507242e-06
"                 125",-1.700832967130e-01,1.410003980057e-01,-6.388751223562e-07,-1.669869232026e-01,1.455588210312e-01,1.181524212653e-06,3.096373510398e-03,4.558423025570e-03,1.820399335009e-06
"                 126",-1.706162219279e-01,1.414116608508e-01,-6.377591231851e-07,-1.675154290088e-01,1.459792281507e-01,1.226144932009e-06,3.100792919045e-03,4.567567299905e-03,1.863904055194e-06
"                 127",-1.711891204973e-01,1.418596642363e-01,-6.367992887557e-07,-1.680840417123e-01,1.464354918667e-01,1.373865162559e-06,3.105078784916e-03,4.575827630427e-03,2.010664451314e-06
"                 128",-1.717577869887e-01,1.423030681029e-01,-6.359007297589e-07,-1.686487675995e-01,1.468861913149e-01,1.565881136242e-06,3.109019389245e-03,4.583123212054e-03,2.201781866001e-06
"                 129",-1.722802398015e-01,1.427070062109e-01,-6.346461738824e-07,-1.691678708460e-01,1.472965553045e-01,1.799732667815e-06,3.112368955459e-03,4.589549093546e-03,2.434378841697e-06
"                 130",-1.727386024209e-01,1.430595433602e-01,-6.328999714757e-07,-1.696230669917e-01,1.476551211555e-01,2.018303139512e-06,3.115535429127e-03,4.595577795313e-03,2.651203110988e-06
"                 131",-1.731479065125e-01,1.433763029100e-01,-6.308121601248e-07,-1.700285322226e-01,1.479782243200e-01,2.186254147972e-06,3.119374289939e-03,4.601921410080e-03,2.817066308097e-06
