Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 117",-6.030855887122e-01,2.050232451022e+01,-2.231260027049e-06,-3.839088050131e-01,2.052234588261e+01,-1.777599347250e-04,2.191767836991e-01,2.002137239352e-02,-1.755286746979e-04
"                 118",-6.058966487365e-01,2.065466696591e+01,-1.818914400225e-06,-3.860980177042e-01,2.067482208086e+01,-1.532277087610e-04,2.197986310323e-01,2.015511494498e-02,-1.514087943608e-04
"                 119",-6.141811020072e-01,2.072786038953e+01,-1.296617001436e-06,-3.940407580570e-01,2.074815490646e+01,-1.001665648029e-04,2.201403439502e-01,2.029451693279e-02,-9.886994780144e-05
"                 120",-6.231985394538e-01,2.072919389500e+01,-8.054976209921e-07,-4.029028139664e-01,2.074962131154e+01,-5.435990839800e-05,2.202957254873e-01,2.042741654099e-02,-5.355441077701e-05
"                 121",-6.280389921471e-01,2.070868965793e+01,-4.679562127903e-07,-4.076725726034e-01,2.072925153975e+01,-3.935067205786e-05,2.203664195437e-01,2.056188182114e-02,-3.888271584507e-05
"                 122",-6.278814246424e-01,2.070454050445e+01,-4.109237398301e-07,-4.074180477828e-01,2.072521766416e+01,-4.327093309798e-05,2.204633768596e-01,2.067715971633e-02,-4.286000935815e-05
"                 123",-6.254239955283e-01,2.072477745152e+01,-5.873331044840e-07,-4.047652714089e-01,2.074555564901e+01,-4.666622369337e-05,2.206587241194e-01,2.077819748665e-02,-4.607889058889e-05
"                 124",-6.235409631344e-01,2.075178022514e+01,-7.727423309661e-07,-4.025763569995e-01,2.077265436360e+01,-4.715675557067e-05,2.209646061350e-01,2.087413846044e-02,-4.638401323970e-05
"                 125",-6.233867564340e-01,2.076718950543e+01,-7.655419540116e-07,-4.020304432664e-01,2.078816245249e+01,-4.714414006223e-05,2.213563131676e-01,2.097294706758e-02,-4.637859810821e-05
"                 126",-6.246495108766e-01,2.076109367397e+01,-5.591338157477e-07,-4.028379166316e-01,2.078216574044e+01,-4.480307711021e-05,2.218115942450e-01,2.107206646469e-02,-4.424394329446e-05
