Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                  80",-2.186219568619e-01,1.821334417534e+01,-8.068150778576e-05,-2.830287192166e-03,1.824199820914e+01,-7.404508495998e-05,2.157916696698e-01,2.865403380437e-02,6.636422825783e-06
"                  81",-2.351752249842e-01,1.841398030590e+01,-8.116324322684e-05,-1.810974584454e-02,1.844319854618e+01,-7.955965418998e-05,2.170654791396e-01,2.921824028233e-02,1.603589036860e-06
"                  82",-2.507198878696e-01,1.864229406855e+01,-8.171445866209e-05,-3.235096627089e-02,1.867207068702e+01,-8.379528625729e-05,2.183689215987e-01,2.977661846262e-02,-2.080827595200e-06
"                  83",-2.654052955688e-01,1.890734166820e+01,-8.228960521104e-05,-4.571079410992e-02,1.893766092084e+01,-8.665494664630e-05,2.196945014589e-01,3.031925264297e-02,-4.365341435264e-06
"                  84",-2.807728402559e-01,1.918518944158e+01,-8.286343134363e-05,-5.970683704551e-02,1.921602200302e+01,-8.786810383179e-05,2.210660032104e-01,3.083256143760e-02,-5.004672488162e-06
"                  85",-2.977707249105e-01,1.944430401098e+01,-8.337336834185e-05,-7.527764439138e-02,1.947561886258e+01,-8.912683240546e-05,2.224930805191e-01,3.131485159312e-02,-5.753464063607e-06
"                  86",-3.152578195921e-01,1.965499710363e+01,-8.381295191027e-05,-9.135240648727e-02,1.968678648384e+01,-8.987676557116e-05,2.239054131049e-01,3.178938021185e-02,-6.063813660889e-06
"                  87",-3.337227116825e-01,1.983174854403e+01,-8.418728680064e-05,-1.084516075303e-01,1.986400982335e+01,-9.201270726203e-05,2.252711041522e-01,3.226127931837e-02,-7.825420461392e-06
"                  88",-3.531271090042e-01,2.001206311562e+01,-8.451655466546e-05,-1.265135551876e-01,2.004476343119e+01,-9.503902535544e-05,2.266135538167e-01,3.270031556778e-02,-1.052247068999e-05
"                  89",-3.725497194847e-01,2.020792941221e+01,-8.482852267462e-05,-1.446326198415e-01,2.024105218063e+01,-9.915420083236e-05,2.279170996432e-01,3.312276841699e-02,-1.432567815774e-05
"                  90",-3.902778819090e-01,2.040035640430e+01,-8.508464077237e-05,-1.610900828736e-01,2.043388535394e+01,-1.028285992528e-04,2.291877990355e-01,3.352894963815e-02,-1.774395848041e-05
"                  91",-4.066333728723e-01,2.057343446667e+01,-8.533024688515e-05,-1.761631707037e-01,2.060733799166e+01,-1.065762022252e-04,2.304702021685e-01,3.390352498665e-02,-2.124595534008e-05
"                  92",-4.237498718055e-01,2.072722493857e+01,-8.559582429211e-05,-1.919753975043e-01,2.076145212436e+01,-1.102002993004e-04,2.317744743012e-01,3.422718578477e-02,-2.460447500827e-05
"                  93",-4.428805586355e-01,2.087195069775e+01,-8.588070497391e-05,-2.097658237535e-01,2.090644949544e+01,-1.131137270502e-04,2.331147348819e-01,3.449879769370e-02,-2.723302207634e-05
"                  94",-4.643174074181e-01,2.101219301475e+01,-8.615030350363e-05,-2.298292580815e-01,2.104692402194e+01,-1.145273471268e-04,2.344881493366e-01,3.473100719218e-02,-2.837704362318e-05
"                  95",-4.875695800249e-01,2.114953904814e+01,-8.637960504839e-05,-2.516674846403e-01,2.118449493182e+01,-1.147841927387e-04,2.359020953846e-01,3.495588368116e-02,-2.840458769029e-05
"                  96",-5.107980398891e-01,2.128326457203e+01,-8.654291698530e-05,-2.734816312351e-01,2.131841898120e+01,-1.144432477132e-04,2.373164086540e-01,3.515440916732e-02,-2.790033072790e-05
"                  97",-5.325427515600e-01,2.140799900346e+01,-8.668938219487e-05,-2.938316963706e-01,2.144332805525e+01,-1.148562240117e-04,2.387110551894e-01,3.532905179719e-02,-2.816684181681e-05
"                  98",-5.531066549577e-01,2.152092320040e+01,-8.680859363999e-05,-3.130137587608e-01,2.155640480161e+01,-1.155804969664e-04,2.400928961969e-01,3.548160120909e-02,-2.877190332637e-05
"                  99",-5.738334641553e-01,2.162454030466e+01,-8.691550354096e-05,-3.323733903185e-01,2.166013710352e+01,-1.163068363860e-04,2.414600738368e-01,3.559679885791e-02,-2.939133284505e-05
"                 100",-5.956683159262e-01,2.172116709496e+01,-8.699622866252e-05,-3.528511213559e-01,2.175683194650e+01,-1.164209390437e-04,2.428171945703e-01,3.566485154542e-02,-2.942471038120e-05
"                 101",-6.181327717424e-01,2.180881900755e+01,-8.706239535894e-05,-3.739597838057e-01,2.184450871740e+01,-1.156906947681e-04,2.441729879367e-01,3.568970984888e-02,-2.862829940918e-05
"                 102",-6.399825521917e-01,2.188593204932e+01,-8.713920119577e-05,-3.944401569881e-01,2.192161791377e+01,-1.143631565525e-04,2.455423952037e-01,3.568586445235e-02,-2.722395535675e-05
"                 103",-6.603409877325e-01,2.195514414778e+01,-8.722907071604e-05,-4.134197932944e-01,2.199081422737e+01,-1.126789607907e-04,2.469211944381e-01,3.567007958801e-02,-2.544989007464e-05
