Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 127",-4.039711372644e+00,4.139186149883e+01,1.900536216802e-05,-3.819664573527e+00,4.143931890131e+01,-7.776557828483e-05,2.200467991171e-01,4.745740247109e-02,-9.677094045284e-05
"                 128",-4.041005446975e+00,4.153308203109e+01,1.895412014605e-05,-3.820831303865e+00,4.158077344907e+01,-9.594400379965e-05,2.201741431101e-01,4.769141798212e-02,-1.148981239457e-04
"                 129",-4.042762038201e+00,4.167099968839e+01,1.890287820435e-05,-3.822453221704e+00,4.171894816510e+01,-1.178460025710e-04,2.203088164971e-01,4.794847671626e-02,-1.367488807754e-04
"                 130",-4.044893366343e+00,4.179560020589e+01,1.889371330467e-05,-3.824352613925e+00,4.184381270872e+01,-1.310302500156e-04,2.205407524182e-01,4.821250282612e-02,-1.499239633202e-04
"                 131",-4.048058873752e+00,4.189762652143e+01,1.892646666915e-05,-3.827129121173e+00,4.194607962068e+01,-1.321550358539e-04,2.209297525789e-01,4.845309925197e-02,-1.510815025230e-04
"                 132",-4.052832256202e+00,4.197217025578e+01,1.894919681921e-05,-3.831322342101e+00,4.202086069833e+01,-1.260360176633e-04,2.215099141014e-01,4.869044254847e-02,-1.449852144825e-04
"                 133",-4.059000692501e+00,4.202274822172e+01,1.894088468865e-05,-3.836718391716e+00,4.207166264875e+01,-1.205835838502e-04,2.222823007843e-01,4.891442702882e-02,-1.395244685389e-04
"                 134",-4.065031553493e+00,4.206476820036e+01,1.890133280374e-05,-3.841793269400e+00,4.211384251648e+01,-1.133957514466e-04,2.232382840922e-01,4.907431611364e-02,-1.322970842503e-04
"                 135",-4.070233993104e+00,4.210450374900e+01,1.888768012644e-05,-3.845995353086e+00,4.215370401379e+01,-1.085146638774e-04,2.242386400181e-01,4.920026478446e-02,-1.274023440038e-04
"                 136",-4.076710202636e+00,4.211925859574e+01,1.894877941088e-05,-3.851471851058e+00,4.216858941202e+01,-1.027462002407e-04,2.252383515779e-01,4.933081627831e-02,-1.216949796516e-04
